dz_label,overall_rank,income_deprivation_rank,employment_deprivation_rank,health_deprivation_rank,education_deprivation_rank,access_deprivation_rank,housing_deprivation_rank,crime_deprivation_rank
Data Zone S01004749,2570,2820,2899,1016,2710,5599,1320,2081
Data Zone S01004750,323,419,268,584,310,2802,1789,1046
Data Zone S01004751,41,38,95,142,74,2273,739,463
Data Zone S01004752,1148,1386,1363,1437,665,1134,1403,2655
Data Zone S01004753,687,1160,529,878,276,2975,2611,2318
Data Zone S01004754,2972,3575,2367,3509,3444,1105,4329,3289
Data Zone S01004755,1533,1562,1450,931,1500,5855,1515,2698
Data Zone S01004756,3594,3421,3033,4537,2940,2517,3370,4846
Data Zone S01004757,1487,1315,1279,1436,1887,4528,1479,2298
Data Zone S01004758,1554,1332,1723,1652,1218,3554,1161,3116
Data Zone S01004759,3822,3212,4297,5152,3310,1117,4431,4464
Data Zone S01004760,626,552,845,828,358,3463,1317,940
Data Zone S01004761,758,725,900,973,442,5122,2735,615
Data Zone S01004762,1953,2014,1757,1810,1478,5170,2068,2488
Data Zone S01004763,4609,4706,4490,5616,4027,4908,4480,262
Data Zone S01004764,1055,989,1108,1470,1081,1572,1381,2195
Data Zone S01004765,735,894,934,428,857,4147,1146,327
Data Zone S01004766,1625,1805,1782,1486,1395,2627,1327,1535
Data Zone S01004767,1335,1628,1478,778,1239,2759,2153,1903
Data Zone S01004768,235,405,341,293,143,2456,1528,381
Data Zone S01004769,1977,1939,2249,3443,1258,1598,2526,1927
Data Zone S01004770,839,796,641,795,1845,4064,1247,1033
Data Zone S01004771,3429,3387,3670,2504,2854,2978,2029,4531
Data Zone S01004772,1429,1367,1916,1956,472,5216,1535,1275
Data Zone S01004773,478,456,1085,451,93,2629,1000,3216
Data Zone S01004774,5251,5274,5309,5256,5341,1102,5009,5978
Data Zone S01004775,15,28,3,23,114,6358,1202,128
Data Zone S01004776,3058,2974,2736,2553,2748,4359,2725,3165
Data Zone S01004777,5399,5170,5499,5979,4556,1615,6305,4623
Data Zone S01004778,1126,994,1164,1513,879,3943,2445,985
Data Zone S01004779,1710,1731,1728,1469,1375,5152,1645,1749
Data Zone S01004780,1849,1704,1983,2819,944,3687,1483,2916
Data Zone S01004781,2613,2756,2545,1657,2500,5607,1572,1962
Data Zone S01004782,1932,1982,2670,1221,1976,5378,1205,297
Data Zone S01004783,5090,4600,4810,4125,4829,3338,4028,4831
Data Zone S01004784,1612,1314,1620,2109,1763,3609,1376,1512
Data Zone S01004785,1312,1465,989,1756,929,4017,1333,3241
Data Zone S01004786,1950,1750,2012,1258,1871,6004,2025,2738
Data Zone S01004787,2069,2045,2043,2049,2616,6021,2540,212
Data Zone S01004788,4980,4621,5201,4100,4687,3012,4419,2543
Data Zone S01004789,891,939,1059,322,1788,6168,1791,198
Data Zone S01004790,5711,5893,5286,4917,5047,2642,4910,5247
Data Zone S01004791,3668,3716,3481,3709,3911,3236,2718,1006
Data Zone S01004792,4970,4767,3758,4503,5227,4983,2394,3711
Data Zone S01004793,3108,4277,4439,918,3093,2706,4230,814
Data Zone S01004794,1394,1854,1681,839,892,2209,1042,3669
Data Zone S01004795,1084,1286,1342,641,491,5266,1549,1955
Data Zone S01004796,3996,3414,3509,3469,3510,4565,5256,4225
Data Zone S01004797,1718,1635,1501,1942,1958,4696,2477,1047
Data Zone S01004798,382,532,695,303,41,5427,815,1222
Data Zone S01004799,880,1171,1018,543,1196,1594,1430,859
Data Zone S01004800,1138,920,1055,1712,1197,3596,1302,1419
Data Zone S01004801,1855,1486,2228,2026,2122,1998,1228,3042
Data Zone S01004802,2926,2773,2557,3179,1783,6114,4226,2743
Data Zone S01004803,812,597,1069,724,783,6256,2385,933
Data Zone S01004804,697,538,806,401,1011,5871,2005,1593
Data Zone S01004805,95,167,146,54,240,3374,850,163
Data Zone S01004806,1330,1354,958,1543,2004,2959,2485,1841
Data Zone S01004807,246,388,137,133,1043,5118,1210,483
Data Zone S01004808,550,583,379,796,917,3874,1174,664
Data Zone S01004809,2565,2385,2906,1583,2563,4073,1023,3571
Data Zone S01004810,1045,912,1548,1739,350,3270,1439,1452
Data Zone S01004811,2614,2646,2895,1991,1796,3479,1595,4288
Data Zone S01004812,418,489,568,302,299,4972,853,840
Data Zone S01004813,2278,2403,2402,1913,2335,1983,1935,3363
Data Zone S01004814,1107,1283,1406,810,793,2810,879,1288
Data Zone S01004815,3277,3764,3432,2606,3492,1794,2754,1984
Data Zone S01004816,939,843,1114,685,1350,2735,2395,1077
Data Zone S01004817,560,567,551,365,946,5959,1494,441
Data Zone S01004818,1083,1494,822,1045,785,3539,1420,2130
Data Zone S01004819,1137,906,1154,1497,958,4308,1707,1618
Data Zone S01004820,640,701,829,472,318,4293,1180,1777
Data Zone S01004821,1217,1606,1505,1254,1806,474,3091,652
Data Zone S01004822,889,963,832,998,1025,1370,1516,3345
Data Zone S01004823,648,1292,744,497,398,1262,1290,684
Data Zone S01004824,4290,4057,3967,3700,4659,2268,2678,4789
Data Zone S01004825,513,759,447,337,953,1635,1687,1182
Data Zone S01004826,339,676,417,92,277,3526,965,1169
Data Zone S01004827,667,982,560,1005,1048,765,2017,672
Data Zone S01004828,3034,3983,2591,3106,2529,1421,4198,3374
Data Zone S01004829,647,871,647,2711,179,827,575,1996
Data Zone S01004830,664,595,1126,1178,408,1185,2131,706
Data Zone S01004831,3978,4292,4071,2648,4918,1116,5021,4873
Data Zone S01004832,3833,4268,4183,3690,3633,797,2716,4745
Data Zone S01004833,1288,1459,1221,1467,1760,860,1192,3530
Data Zone S01004834,3332,3096,2919,2912,4016,2541,3670,4522
Data Zone S01004835,2785,3508,3281,1738,3094,987,2698,3035
Data Zone S01004836,4917,5106,4611,4786,5026,1497,3208,4626
Data Zone S01004837,1750,2511,2510,2630,732,422,2757,2942
Data Zone S01004838,3895,3675,4186,3585,3890,1503,2942,4283
Data Zone S01004839,1586,1207,1840,1578,2722,1121,1878,4211
Data Zone S01004840,2349,2629,2943,2740,1914,852,1862,3393
Data Zone S01004841,1303,1485,1409,1050,1811,847,1371,3899
Data Zone S01004842,4231,4934,4090,4369,4298,709,4933,4841
Data Zone S01004843,1249,1028,1683,1779,1318,1028,1628,1869
Data Zone S01004844,2455,2636,2837,826,3740,3904,4330,1560
Data Zone S01004845,2736,2762,2140,3008,2810,2526,2684,5324
Data Zone S01004846,2267,3017,2752,2633,1658,596,1921,3314
Data Zone S01004847,5315,5060,5090,4589,5808,2167,5343,4081
Data Zone S01004848,4359,4452,3680,3871,5269,1516,4600,5696
Data Zone S01004849,1520,1553,1494,3332,864,1478,1586,3437
Data Zone S01004850,3060,3705,3753,2342,2746,645,4116,4777
Data Zone S01004851,1502,1477,1543,2602,1252,1468,1037,2827
Data Zone S01004852,776,771,708,994,1013,1867,1240,2333
Data Zone S01004853,3489,4092,3582,2878,3506,1021,3822,4636
Data Zone S01004854,4608,4572,4167,4191,4590,2115,4521,4063
Data Zone S01004855,1177,1546,938,953,1624,1375,1120,4108
Data Zone S01004856,3231,4090,3308,2876,3620,549,3430,5684
Data Zone S01004857,2534,2862,2873,1831,2471,1591,2190,3392
Data Zone S01004858,3174,4436,3096,2076,3385,1018,3465,3900
Data Zone S01004859,4657,5617,4451,4338,4581,784,5425,4815
Data Zone S01004860,4762,5392,5458,4871,3734,735,4458,4415
Data Zone S01004861,4243,5320,4625,3644,3685,759,3862,4185
Data Zone S01004862,5713,6041,5881,5759,4488,1474,5422,6121
Data Zone S01004863,4528,4301,4089,3760,4601,3169,1946,4436
Data Zone S01004864,5225,5039,4431,5947,4665,2238,5493,5498
Data Zone S01004865,2726,3841,2217,2841,2570,1238,4190,2848
Data Zone S01004866,3438,3165,3573,2718,3000,2480,5164,5268
Data Zone S01004867,5390,5385,4833,4500,5161,3626,5826,2809
Data Zone S01004868,1422,1276,1107,2169,1462,3963,1556,2232
Data Zone S01004869,6112,6217,5168,5851,5660,2951,5854,6087
Data Zone S01004870,3675,3517,2921,3413,3724,4355,2730,3291
Data Zone S01004871,3212,2849,3049,2558,2976,4176,3645,4228
Data Zone S01004872,2168,2352,2167,2062,2612,1354,2979,2715
Data Zone S01004873,3562,3427,2695,2790,4009,4434,5531,4012
Data Zone S01004874,1374,1264,1302,1058,2483,3650,2579,841
Data Zone S01004875,2164,2042,1541,2245,2771,4889,2554,2626
Data Zone S01004876,3652,3558,3065,3532,2639,4746,4514,3510
Data Zone S01004877,2342,2540,1993,2941,1935,1860,4776,4735
Data Zone S01004878,3153,2358,3040,3352,3250,4086,4728,2858
Data Zone S01004879,1943,1681,1750,1935,2413,5226,1860,1412
Data Zone S01004880,858,743,544,1910,1356,3793,2507,809
Data Zone S01004881,2908,2313,2579,3115,2845,5086,3901,2589
Data Zone S01004882,2205,2590,1611,2795,1508,4117,4848,2354
Data Zone S01004883,4219,4264,4847,4501,3845,804,5204,4123
Data Zone S01004884,5458,6097,5531,5939,5082,838,5926,5382
Data Zone S01004885,1000,1137,813,1010,631,6123,3156,2078
Data Zone S01004886,1278,1031,1374,1472,1530,3223,1274,1441
Data Zone S01004887,3789,4273,3205,3465,3086,2097,5442,4642
Data Zone S01004888,5821,6286,6181,6286,5397,803,6053,6422
Data Zone S01004889,2441,2617,2347,1885,1919,3827,3694,3433
Data Zone S01004890,96,36,105,388,364,3819,1810,282
Data Zone S01004891,547,323,505,897,1109,5716,2127,459
Data Zone S01004892,5787,5955,5267,5922,5153,1895,6221,5821
Data Zone S01004893,870,826,1570,419,1336,3815,3359,29
Data Zone S01004894,2018,1523,2108,2992,2421,3033,3011,1101
Data Zone S01004895,1935,1684,1596,2557,2503,4432,3720,915
Data Zone S01004896,2681,1831,2978,2320,3102,3640,3007,4403
Data Zone S01004897,5788,5520,5174,5405,5661,2597,5111,6079
Data Zone S01004898,1584,1900,1061,1008,2869,3785,3468,1766
Data Zone S01004899,3787,3921,3306,3307,3537,3691,5302,1793
Data Zone S01004900,5651,5818,4963,6205,5396,1586,6409,6051
Data Zone S01004901,1392,932,1391,1919,1926,5185,1745,947
Data Zone S01004902,1979,2323,1656,2505,1491,2881,3144,1909
Data Zone S01004903,5032,5817,4503,5708,4490,910,5822,6272
Data Zone S01004904,913,958,506,882,2221,4033,2036,1393
Data Zone S01004905,2411,2415,2312,1939,2588,4794,3674,1247
Data Zone S01004906,2756,3064,2297,2107,2816,5385,3483,1380
Data Zone S01004907,5758,5708,5040,4969,5524,2944,5950,5447
Data Zone S01004908,2467,2436,2426,2636,2276,2868,2836,2227
Data Zone S01004909,4056,4036,2915,4375,4428,3872,3377,2751
Data Zone S01004910,2469,2413,2113,2755,2194,3215,4875,3302
Data Zone S01004911,5832,5966,6150,6441,5709,979,5907,5216
Data Zone S01004912,1459,1424,1269,1245,1903,5489,1858,1056
Data Zone S01004913,1261,1127,1170,1025,2061,2085,1303,4300
Data Zone S01004914,5342,3526,6016,5821,5467,2429,5845,6421
Data Zone S01004915,2325,2522,2082,2904,2684,1556,2148,2623
Data Zone S01004916,1806,1480,2038,3134,1448,4702,1754,500
Data Zone S01004917,5563,5605,5625,6250,5124,1040,6005,6407
Data Zone S01004918,5406,4203,5360,6068,5372,2488,6003,5025
Data Zone S01004919,2109,1449,2237,2144,2028,6499,2815,2205
Data Zone S01004920,2261,2189,1990,1927,2454,4615,1625,2733
Data Zone S01004921,1573,1275,1395,1319,2527,5651,4485,955
Data Zone S01004922,5789,5641,5310,5721,5295,2175,6470,5959
Data Zone S01004923,3540,3474,3091,4088,3846,1211,5638,5979
Data Zone S01004924,3281,2752,2449,2671,4234,5032,4690,5249
Data Zone S01004925,2556,1815,2252,2374,4086,3847,4935,3327
Data Zone S01004926,5987,6234,6183,6248,5766,1050,6180,6378
Data Zone S01004927,5550,5685,4429,5817,4768,2893,5306,5655
Data Zone S01004928,5554,6036,6164,5028,6217,611,6434,6135
Data Zone S01004929,4842,5158,5027,3876,4561,1641,5851,3151
Data Zone S01004930,1030,897,697,2677,893,4115,1544,1693
Data Zone S01004931,1594,2026,1191,1802,1828,2756,1773,1284
Data Zone S01004932,1056,548,1030,1692,1484,6047,1563,1692
Data Zone S01004933,1819,2341,1692,1104,2187,1980,3955,2544
Data Zone S01004934,1604,1578,1102,2521,1672,4250,1753,2024
Data Zone S01004935,5799,6118,5866,5766,4047,3261,5390,2437
Data Zone S01004936,1626,1300,1292,1356,3927,4740,3250,917
Data Zone S01004937,1021,1167,728,1672,1899,849,1464,2405
Data Zone S01004938,1947,1749,1660,2549,2300,3157,3597,1582
Data Zone S01004939,1363,1276,1097,2260,1205,5224,1461,1090
Data Zone S01004940,3509,3687,3247,3075,2620,3945,2415,3294
Data Zone S01004941,1448,1624,1007,2421,2208,1818,1831,1189
Data Zone S01004942,4320,4504,3517,4849,3486,2395,3275,5151
Data Zone S01004943,2844,2572,2918,3414,3243,1275,3318,3486
Data Zone S01004944,2859,3588,2864,2782,3223,621,3938,3659
Data Zone S01004945,4455,3877,4072,2570,5447,4382,4038,4541
Data Zone S01004946,4709,5914,5622,5577,4265,233,2814,5918
Data Zone S01004947,4266,4669,5237,4817,4040,312,4467,6411
Data Zone S01004948,4796,4629,4286,4978,3910,6288,1361,1402
Data Zone S01004949,4334,5581,5431,4750,3273,302,2969,5651
Data Zone S01004950,4492,5913,5709,3825,3990,293,4069,5380
Data Zone S01004951,3974,3524,4414,2609,3047,4089,2231,5150
Data Zone S01004952,4987,4812,4761,4476,3561,3175,5611,4829
Data Zone S01004953,3396,3332,4384,1786,2116,4052,3083,4508
Data Zone S01004954,2553,2586,3360,2191,1945,1358,3540,3599
Data Zone S01004955,3417,3704,3490,3513,2827,3046,2208,1257
Data Zone S01004956,4414,4446,4129,3854,4259,1745,3621,6026
Data Zone S01004957,5072,6144,6162,4753,4146,598,5096,4026
Data Zone S01004958,2253,2298,2335,979,3360,4773,2812,1610
Data Zone S01004959,2472,2767,2450,1540,3208,5696,794,828
Data Zone S01004960,5035,4835,5776,4017,3634,4459,2422,1863
Data Zone S01004961,4434,4683,4566,3539,4666,2502,1927,1807
Data Zone S01004962,5510,6022,6419,6045,4432,662,6153,5737
Data Zone S01004963,4207,4197,4660,4111,4837,585,4973,6231
Data Zone S01004964,4911,5608,5846,5600,4350,376,3377,6377
Data Zone S01004965,4142,4848,5102,4597,4129,260,2894,6110
Data Zone S01004966,4636,5816,6048,5412,3714,192,3314,6359
Data Zone S01004967,4134,5254,5172,4453,4486,142,3075,6307
Data Zone S01004968,3032,3851,4138,4440,4116,27,1109,5678
Data Zone S01004969,2320,2874,3144,4995,2954,21,685,5098
Data Zone S01004970,2893,3635,4218,5373,2955,29,818,5161
Data Zone S01004971,2589,3821,2878,4348,3363,28,1331,6162
Data Zone S01004972,3215,3626,4557,3119,2957,391,1669,5286
Data Zone S01004973,4727,5022,5097,5534,6026,278,5458,6465
Data Zone S01004974,3743,4856,5222,4769,5640,438,4022,75
Data Zone S01004975,5417,6298,5675,5574,5628,555,6056,5661
Data Zone S01004976,3818,3769,3556,2582,3211,4436,3923,3545
Data Zone S01004977,3040,2878,2853,2251,2252,5761,3407,3728
Data Zone S01004978,5549,4752,5122,4541,4879,4247,6193,6044
Data Zone S01004979,6420,5594,5933,6324,6224,5772,6191,4007
Data Zone S01004980,5917,4744,5402,5732,5627,4469,5954,5352
Data Zone S01004981,4839,5067,5024,6283,5724,388,4773,5475
Data Zone S01004982,5367,5942,5685,5866,5762,498,5753,6351
Data Zone S01004983,4139,3790,4214,4109,3869,2157,3530,3415
Data Zone S01004984,5061,4686,5953,5044,5538,738,4766,5927
Data Zone S01004985,4972,5191,5103,4185,5193,1699,4828,2667
Data Zone S01004986,5807,5693,5777,6102,6059,1501,6047,4259
Data Zone S01004987,5396,5886,5651,6163,6281,525,6279,4632
Data Zone S01004988,5363,5669,6241,5948,5551,462,5781,5811
Data Zone S01004989,5323,6115,6460,6186,5449,353,4645,4184
Data Zone S01004990,4018,4950,5033,4316,4502,155,3776,5488
Data Zone S01004991,5029,5236,5271,5558,4568,930,4952,4872
Data Zone S01004992,3057,2453,3206,2082,3213,5145,1837,3704
Data Zone S01004993,6325,6275,5850,5509,6214,3156,6235,5759
Data Zone S01004994,5906,5479,5378,4393,5288,6147,5596,3414
Data Zone S01004995,4579,3197,4935,3031,4870,5330,4111,4362
Data Zone S01004996,5058,4502,4987,4594,4942,2702,3916,4075
Data Zone S01004997,4079,4504,4564,4288,4999,349,3505,5733
Data Zone S01004998,4680,5233,5234,4923,4920,392,5176,5566
Data Zone S01004999,3770,4369,4526,3971,2735,673,1857,5717
Data Zone S01005000,4376,4341,5395,4619,4279,630,1974,5603
Data Zone S01005001,5604,5864,5980,6180,5539,726,5540,6200
Data Zone S01005002,5064,5001,5410,4962,5204,1083,5564,4399
Data Zone S01005003,4043,4743,4553,3359,5071,372,3574,6089
Data Zone S01005004,4691,4596,4595,4842,4097,1465,3350,5915
Data Zone S01005005,3917,3898,3945,4032,2486,1936,4757,6045
Data Zone S01005006,4254,4087,3709,3315,4358,3231,4368,4206
Data Zone S01005007,3866,3331,3570,3566,3813,2357,4518,6262
Data Zone S01005008,5326,6311,6359,5684,5485,342,4633,5072
Data Zone S01005009,5534,5198,5711,5034,5603,1520,5082,6383
Data Zone S01005010,2949,2825,2198,2501,3184,6103,2573,3203
Data Zone S01005011,2825,2536,3063,1773,2256,5339,1980,4188
Data Zone S01005012,2901,2766,2796,1959,3204,6475,1298,1528
Data Zone S01005013,4338,4022,3746,4560,3452,2987,3058,6112
Data Zone S01005014,2484,2670,2159,2726,2226,2053,2937,4760
Data Zone S01005015,4419,3670,3427,3405,4908,5931,3925,5258
Data Zone S01005016,3842,3456,3266,3675,3681,6249,2246,1769
Data Zone S01005017,6316,6429,6103,5488,5852,2772,5499,6052
Data Zone S01005018,3641,3274,3948,3286,3459,1609,4648,5141
Data Zone S01005019,1992,2818,2929,1142,1255,2086,2556,794
Data Zone S01005020,5106,4287,5472,3296,4883,4583,5101,3400
Data Zone S01005021,5812,5627,6082,5289,5543,1553,6058,6234
Data Zone S01005022,4749,4603,4105,3536,5198,2615,5113,5301
Data Zone S01005023,5303,5764,6076,6318,4059,798,2469,5851
Data Zone S01005024,5000,3945,5050,4148,5393,2892,4999,5266
Data Zone S01005025,3915,4406,5163,4409,3657,286,1611,6156
Data Zone S01005026,5640,6301,6126,5869,6256,885,6406,2367
Data Zone S01005027,4621,5377,4665,4645,4830,575,4383,5445
Data Zone S01005028,5894,5808,5557,5526,5308,2493,5263,5278
Data Zone S01005029,5503,4685,4778,4988,5067,5557,3537,4380
Data Zone S01005030,5573,5107,5450,4945,5278,2712,5758,4570
Data Zone S01005031,3986,3773,3694,3253,3982,4810,3151,1634
Data Zone S01005032,5679,4847,5868,4430,5277,3574,5438,5199
Data Zone S01005033,6360,6332,6002,6198,5715,2780,6250,6353
Data Zone S01005034,5913,6244,6220,4709,5373,1583,6374,6226
Data Zone S01005035,5073,4764,5081,5128,3818,2431,4225,5012
Data Zone S01005036,6304,6166,5997,4675,5953,4053,6377,5722
Data Zone S01005037,1037,1560,1181,345,1141,5454,851,446
Data Zone S01005038,6001,6087,6312,4112,5572,2288,6453,6290
Data Zone S01005039,5276,5660,4817,4506,5271,1740,6430,4963
Data Zone S01005040,1150,1464,1123,599,1737,6235,903,187
Data Zone S01005041,1436,2486,1434,1838,737,4744,764,80
Data Zone S01005042,5907,6261,5247,5253,5978,2138,6362,5045
Data Zone S01005043,2871,2626,2925,2613,3566,1684,4792,3048
Data Zone S01005044,4001,4138,3331,2459,4941,5068,4789,1679
Data Zone S01005045,5489,5786,5732,4130,5065,1775,6336,4812
Data Zone S01005046,5093,5128,4405,3799,5374,3071,4747,4430
Data Zone S01005047,1369,1384,1818,746,1757,6165,782,271
Data Zone S01005048,4685,5559,3470,6262,6313,655,6501,4118
Data Zone S01005049,1598,1839,1138,1669,2482,5483,754,580
Data Zone S01005050,754,807,1159,656,319,2290,1692,2711
Data Zone S01005051,5522,6000,5527,4695,4878,1437,6325,5929
Data Zone S01005052,4441,5129,5349,5548,5154,149,3457,6487
Data Zone S01005053,877,776,1281,639,787,3206,1122,1391
Data Zone S01005054,2020,2500,2487,2178,1032,2411,1637,1406
Data Zone S01005055,2450,2903,2277,2386,1983,2503,2039,3081
Data Zone S01005056,3036,2698,2685,1906,4964,5733,1123,2000
Data Zone S01005057,962,765,1040,781,1241,2844,1819,3691
Data Zone S01005058,1872,2394,2070,2171,947,2261,2582,1670
Data Zone S01005059,2905,2951,3744,3574,1292,2205,2057,2825
Data Zone S01005060,1976,1975,2139,2324,1563,2732,1589,1757
Data Zone S01005061,2347,2334,2077,1351,5252,1407,4435,5552
Data Zone S01005062,4942,4900,4856,5225,4122,1302,5973,6487
Data Zone S01005063,5858,5472,6251,5752,4905,1894,5948,5723
Data Zone S01005064,5844,5584,6075,4082,5740,2460,5488,6205
Data Zone S01005065,2692,2648,2645,2157,2323,5104,2484,1974
Data Zone S01005066,305,357,606,642,37,3073,1615,561
Data Zone S01005067,4686,5798,5764,5448,4115,216,3199,6456
Data Zone S01005068,3563,3345,4171,3720,1676,3382,2700,4377
Data Zone S01005069,1271,1307,2047,1044,638,1910,2157,2163
Data Zone S01005070,4223,3666,4406,2494,4479,4015,3790,3832
Data Zone S01005071,2098,3610,3479,2205,125,5036,1018,1809
Data Zone S01005072,1844,2198,2886,1317,1188,1515,1409,1760
Data Zone S01005073,4336,5137,5582,6009,4382,178,2989,3587
Data Zone S01005074,4265,4926,4713,3752,4140,654,4460,5079
Data Zone S01005075,137,157,318,201,17,4803,1652,449
Data Zone S01005076,1272,1723,1786,1798,367,1168,2504,2035
Data Zone S01005077,5173,5825,5710,5181,4419,853,6020,4242
Data Zone S01005078,2433,2405,2786,1853,1944,3393,3642,2539
Data Zone S01005079,1808,2154,1464,2032,1709,2584,3485,2067
Data Zone S01005080,1608,1949,1772,1811,1159,1554,2868,1659
Data Zone S01005081,2054,2420,2122,1396,1476,2452,2933,5267
Data Zone S01005082,4993,4913,5337,4957,5079,998,4979,5106
Data Zone S01005083,3876,3560,3173,2642,4467,3817,4163,5736
Data Zone S01005084,2339,2605,2068,3355,1238,2742,3272,4510
Data Zone S01005085,3855,3884,3473,3260,2708,4041,3163,4344
Data Zone S01005086,2156,2347,3122,1644,1868,1195,989,2966
Data Zone S01005087,3054,2603,3180,1637,3680,3711,4450,4620
Data Zone S01005088,3924,3337,3617,3526,3170,3577,4826,6046
Data Zone S01005089,4562,3686,4657,3656,4705,2442,5391,6082
Data Zone S01005090,5662,4997,4747,4653,5537,5074,5532,5401
Data Zone S01005091,6153,6197,5448,5486,5905,2724,6148,6313
Data Zone S01005092,3299,3467,3492,4177,2945,724,3485,5884
Data Zone S01005093,2104,2221,2651,2007,1333,1575,3113,3624
Data Zone S01005094,4997,5533,6190,6172,5050,288,2441,5936
Data Zone S01005095,4384,5113,4550,4063,5039,504,4757,5495
Data Zone S01005096,4305,4206,4197,3929,4256,1419,5536,5535
Data Zone S01005097,4907,5365,5277,4748,4838,679,5412,5505
Data Zone S01005098,4307,4334,3958,4332,5555,822,5418,6035
Data Zone S01005099,5189,4976,4922,3830,5346,2758,4206,5082
Data Zone S01005100,5109,4980,4997,5317,5432,1084,4698,6274
Data Zone S01005101,4814,4201,4683,3822,4160,4608,2734,3896
Data Zone S01005102,3846,4240,4254,4517,4442,297,4028,6010
Data Zone S01005103,4884,5489,5719,5314,4544,403,5392,5421
Data Zone S01005104,4951,6146,6396,6281,5046,104,3571,6434
Data Zone S01005105,3286,3055,3521,2859,2769,2369,4688,4192
Data Zone S01005106,3247,3276,2907,4267,2041,2410,4862,4999
Data Zone S01005107,6045,6335,5772,6162,4418,2307,5244,6409
Data Zone S01005108,4151,3957,3683,4531,2881,3093,2425,6281
Data Zone S01005109,4788,5723,5638,5745,4712,225,4064,5977
Data Zone S01005110,3813,4280,4606,4239,4020,380,2779,4035
Data Zone S01005111,4737,4372,4769,5657,4797,1004,4340,5567
Data Zone S01005112,4557,5906,6274,6094,4429,57,2548,5949
Data Zone S01005113,3656,3581,3687,3404,2705,2462,2871,5024
Data Zone S01005114,2263,2634,2609,2370,867,5392,1115,1825
Data Zone S01005115,3771,4350,3886,4290,4244,526,2846,4130
Data Zone S01005116,4697,4723,5880,5804,4714,334,2738,6318
Data Zone S01005117,4782,5221,5468,4660,4928,511,4227,5482
Data Zone S01005118,4773,4392,5009,5188,4980,1062,4073,4910
Data Zone S01005119,5404,5078,5155,4910,6060,1548,6253,6308
Data Zone S01005120,4784,4265,3671,5489,4812,3115,5182,4560
Data Zone S01005121,4516,4784,5252,5104,3861,748,2831,4195
Data Zone S01005122,4717,4055,3971,4353,4585,4652,5053,3219
Data Zone S01005123,5262,5388,4911,4856,3865,3400,5830,3459
Data Zone S01005124,4206,3299,3330,4785,3544,6197,4179,4291
Data Zone S01005125,2326,1974,2903,2188,1830,6463,1339,930
Data Zone S01005126,4943,5389,4838,5156,5435,731,4105,5718
Data Zone S01005127,990,1311,906,1454,376,4104,3745,1001
Data Zone S01005128,5145,4555,5171,3728,3543,5780,3647,5097
Data Zone S01005129,3612,3319,3311,4219,2904,3114,2605,3619
Data Zone S01005130,777,968,691,2152,352,1621,1850,1558
Data Zone S01005131,4791,4050,4684,4642,3052,4186,4120,5904
Data Zone S01005132,4362,3865,4435,4718,2756,3031,4700,4616
Data Zone S01005133,4389,4293,5815,5339,3882,493,4220,3995
Data Zone S01005134,3657,2991,3162,4572,2268,5581,3162,5126
Data Zone S01005135,4595,3829,3885,4911,4056,6130,3799,2192
Data Zone S01005136,3934,3792,4149,2142,2921,5945,5069,2840
Data Zone S01005137,3994,5210,4630,5697,3349,199,3293,4861
Data Zone S01005138,3168,3377,3252,3328,3282,932,3227,4706
Data Zone S01005139,4610,4775,6059,5540,3615,439,2920,5791
Data Zone S01005140,4048,5004,6053,5511,4923,5,3184,5373
Data Zone S01005141,4488,5065,4966,4981,3919,522,3316,6365
Data Zone S01005142,4013,3592,4568,3928,4555,750,4846,6424
Data Zone S01005143,4427,3735,4486,3554,3732,4264,2983,4187
Data Zone S01005144,5508,5281,5449,4284,5306,3700,4595,2726
Data Zone S01005145,4758,5126,6005,5675,4218,351,4310,5092
Data Zone S01005146,3937,4876,4697,5562,4044,117,3527,5867
Data Zone S01005147,4041,5182,5611,5636,3365,97,2842,5016
Data Zone S01005148,4835,4639,4360,4159,4877,2613,3412,4556
Data Zone S01005149,3595,3366,3334,2933,5957,1540,2914,3706
Data Zone S01005150,3441,3628,3151,4092,3305,1488,2336,4117
Data Zone S01005151,3011,2911,2664,4433,3449,1152,2922,3843
Data Zone S01005152,4035,4630,5143,2474,4845,725,4832,2823
Data Zone S01005153,5258,4652,4617,4946,5104,2977,5832,6107
Data Zone S01005154,4665,5109,4863,5544,6254,379,4959,3561
Data Zone S01005155,4653,4176,3511,4559,4494,5103,4097,3640
Data Zone S01005156,1628,1525,1662,1796,2094,1509,1443,2929
Data Zone S01005157,1308,1840,1268,988,1341,1092,1383,3976
Data Zone S01005158,3188,3800,3298,2850,3500,647,5220,4844
Data Zone S01005159,1679,1616,1835,1842,1996,1334,2147,2587
Data Zone S01005160,997,1061,959,485,1973,3105,520,2503
Data Zone S01005161,2221,2763,2025,1289,3414,1603,3857,2869
Data Zone S01005162,1179,1431,975,1525,1814,789,1747,2406
Data Zone S01005163,1433,1331,1718,1173,1566,2353,1259,2218
Data Zone S01005164,2427,2788,2531,1683,2517,1828,3053,3774
Data Zone S01005165,2034,2207,2029,1846,3590,895,1765,2742
Data Zone S01005166,1096,1163,818,1246,1115,4153,1253,1834
Data Zone S01005167,768,899,721,370,1716,5341,304,496
Data Zone S01005168,3764,4560,3438,2475,4602,1089,5153,5336
Data Zone S01005169,3816,4638,3852,3144,4058,701,2843,6005
